ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001562180-24-000666	2172128	Common Stock				5921.0	F1			D			
0001729149-24-000058	2172404	Common Shares				2010943.0				I		by Elizabeth Rose Homes LLC	
0001729149-24-000056	2172179	Common Shares				1722614.0				I		by Moore Faster LLC	
0001729149-24-000055	2172216	Common Shares				2010943.0				I		by Elizabeth Rose Homes LLC	
0001729149-24-000054	2172248	Common Shares				1722614.0				I		by Moore Faster LLC	
0001445546-24-000709	2172139	Common Shares				0.0				D			
0001127602-24-002241	2172283	Common Stock				9211.0				I		By Spouse	
0001127602-24-002241	2172282	Common Stock				2392.0				I		By Son	
0001127602-24-002241	2172281	Common Stock				1795.0				I		By Daughter	
0001127602-24-002241	2172280	Common Stock				3307.0				I		401(k)	
0000950170-24-007854	2172318	Common Stock, par value $0.10 per share				2245.0				I		401(k)	
0000950170-24-007850	2172165	Common Stock, par value $0.10 per share				5489.0				I		401(k)	
0001562180-24-000664	2172316	Common Stock				35429.0	F1			D		401(k)	
0001562180-24-000664	2172317	Common Stock 401(k)				10053.0				I			
0001127602-24-002239	2172211	Common Stock				11490.51				I			
0001127602-24-002239	2172210	Common Stock				277274.29				I		By 401(k)	F2
0001127602-24-002239	2172209	Common Stock				8000.0				I		By ESOP	F1
0001127602-24-002239	2172207	Common Stock				70625.0				I		By Spouse's Trust	
0001127602-24-002239	2172208	Common Stock				23435.0				I		By Custodian for Child	
0001127602-24-002239	2172206	Common Stock				460785.23				D		By Spouse	
0001562180-24-000662	2172429	Common Stock				13500.0				I		By IRA	
0001562180-24-000662	2172430	Common Stock				14676.0				I		By Irwin L Golds, Trustee of the Irwin Golds Trust dated March 12, 2018	
0001437749-24-002255	2172406	Common Stock				2484.0	F1			I		CDK Partners LP	
0001437749-24-002255	2172408	Common Stock				60.0	F1			I		Spouse	
0001437749-24-002255	2172405	Common Stock				5549.0	F1			I		CDK Fund Ltd	
0001437749-24-002255	2172407	Common Stock				1472.0	F1			I		Horizon Kinetics Hard Assets II LLC	
0001127602-24-002236	2172386	Class A Common Stock				1770.3	F3			I		By 401(a) Plan	
0001127602-24-002234	2172146	Class A Common Stock				1770.3	F2			I			
0001127602-24-002234	2172145	Class A Common Stock				76971.0	F1			D		By 401(a) Plan	
0000950170-24-007831	2172479	Common Stock, par value $0.10 per share				3533.0				I		401(k)	
0000950170-24-007831	2172480	Common Stock, par value $0.10 per share				200.0				I		Husband	
0000950170-24-007826	2172537	Class B Common Stock, $.01 par value per share				65880.0				I		By The Jonas Foundation	
0000950170-24-007825	2172106	Class B Common Stock, $.01 par value per share				628640.0				I		By HSJ 2022 Annuity Trust I	
0000950170-24-007825	2172107	Class B Common Stock, $.01 par value per share				275047.0				I		By The Jonas Foundation	
0000950170-24-007825	2172108	Class B Common Stock, $.01 par value per share				1085646.0				I		By HSJ 2019 Remainder Trust	
0000950170-24-007825	2172109	Class B Common Stock, $.01 par value per share				1377535.0				I		By Genie A Partners, L.P.	
0000950170-24-007824	2172193	Common Stock, par value $0.10 per share				1521.0				I		401(k)	
0000950170-24-007823	2172461	Class B Common Stock, $.01 par value per share				3876.0	F2			I		By 401(k) Plan	
0000950170-24-007823	2172457	Class B Common Stock, $.01 par value per share				78016.0				I		By HSJ 2022 IDT Annuity Trust I	
0000950170-24-007823	2172458	Class B Common Stock, $.01 par value per share				1811711.0				I		By HSJ 2019 Remainder Trust	
0000950170-24-007823	2172459	Class B Common Stock, $.01 par value per share				342779.0				I		By Chartwell Holding LLC	
0000950170-24-007823	2172460	Class B Common Stock, $.01 par value per share				197641.0				I		By The Jonas Foundation	
0000950170-24-007823	2172462	Class A Common Stock, $.01 par value per share				1574326.0				I		By IDT A Partners, L.P.	
0001209191-24-002290	2172464	Common Shares				0.0				D			
0000950170-24-007817	2172250	Common Stock				31931.0				I		Through family members	F3
0000950170-24-007817	2172251	Common Stock				200000.0				I		Through Holdco	F3
0001209191-24-002288	2172507	Common Shares				0.0				D			
0000950170-24-007813	2172293	Common Stock				3312.0				I		Spouse	F3
0001209191-24-002285	2172203	Common Shares				0.0				D			
0001209191-24-002283	2172533	Common Shares				0.0				D			
0001209191-24-002281	2172361	Common Shares				0.0				D			
0001209191-24-002278	2172238	Common Shares				0.0				D			
0000950170-24-007798	2172521	Common Stock				7500.0				I		McLernon Holdings Ltd	F2
0001209191-24-002276	2172194	Common Shares				0.0				D			
0001209191-24-002274	2172522	Common Shares				0.0				D			
0001562180-24-000660	2172259	Common Stock				4659.0	F1			D			
0001173479-24-000001	2172196	Common Stock				11487.0				I		TTEE/Beneficiary	F1
0001173479-24-000001	2172197	Common Stock				3258.0				I		Trustee	F2
0001173479-24-000001	2172198	Common Stock				4908.0				I		Trust Beneficiary	F3
0001173479-24-000001	2172199	Series B 5.95% Preferred Stock				58460.0				I		TTEE/Beneficiary	F1
0001173479-24-000001	2172200	Series B 5.95% Preferred Stock				4000.0				I		Trustee	F2
0001209191-24-002272	2172551	Common Shares				0.0				D			
0001209191-24-002270	2172272	Common Shares				0.0				D			
0001209191-24-002268	2172102	Common Shares				0.0				D			
0001209191-24-002266	2172506	Common Shares				0.0				D			
0001209191-24-002264	2172131	Common Shares				0.0				D			
0001562180-24-000658	2172564	Common Stock				7049.0	F1			D			
0001209191-24-002262	2172420	Common Shares				0.0				D			
0001209191-24-002260	2172565	Common Shares				0.0				D			
0001209191-24-002258	2172184	Common Stock				0.0				D			
0001415889-24-001854	2172396	Common Stock				2926.74				I		By Trustee of ESOP	
0001213900-24-006826	2172481	Common Stock				500001.0				D			
0001415889-24-001853	2172130	Common Stock				2079.81				I		By Trustee of ESOP	
0001415889-24-001852	2172329	Common Stock				515.8				I		By Trustee of ESOP	
0001415889-24-001851	2172509	Common Stock				318.94				I		By Trustee of ESOP	
0001415889-24-001850	2172322	Common Stock				6462.46				I		By Trustee of ESOP	
0001415889-24-001849	2172150	Common Stock				111.54				I		By Trustee of ESOP	
0000950170-24-007778	2172252	Class B Common Stock, $.01 par value per share				0.0				D			
0001949060-24-000048	2172103	Common Stock				94681.6				I		Held By Trustee of NQ Plan	
0001949060-24-000048	2172104	Common Stock				152660.0				I		Lisa Riney 2016 Family Trust	
0001415889-24-001848	2172514	Common Stock				220.21				I		By Trustee of ESOP	
0001949060-24-000047	2172205	Common Stock				38986.52				I		Held by Trustee of NQ Plan	
0001949060-24-000046	2172149	Common Stock				2132.41				I		Held by Trustee of NQ Plan	
0001949060-24-000045	2172261	Common Stock				40800.0				I		Held by Trustee of NQ Plan	
0001949060-24-000044	2172243	Common Stock				13820.13				I		Held by Trustee of 401(k) Plan	
0001949060-24-000042	2172438	Common Stock				135859.7				I		Held by Trustee of NQ Plan	
0001949060-24-000042	2172439	Common Stock				2888.15				I		Held by Trustee of 401(k) Plan	
0001949060-24-000042	2172437	Common Stock				7957.32				I		By CEC 2003 Trust	
0001949060-24-000042	2172436	Common Stock				7957.32				I		By CAC 1998 Trust	
0001949060-24-000042	2172435	Common Stock				7957.32				I		By JJC V 1998 Trust	
0001949060-24-000042	2172434	Common Stock				1625.33				I		By JJC IV 1984 Trust	
0001562180-24-000656	2172527	Common Stock				6871.0				D		401(k)	
0001562180-24-000656	2172528	Common Stock 401(k)				267.0				I			
0001562180-24-000654	2172133	Common Stock				6637.0				D		401(k)	
0001562180-24-000654	2172134	Common Stock 401(k)				402.0				I			
0001562180-24-000653	2172258	Common Stock				1679.0				D			
0001562180-24-000652	2172286	Common Stock				100.0	F3			I			
0001562180-24-000652	2172285	Common Stock				5317.0	F2			I		Held in a brokerage account.	
0001562180-24-000652	2172284	Common Stock				7811.0	F1			D		Held in 401(k)	
0001562180-24-000651	2172517	Common Stock				15123.0				D			
0001437749-24-002240	2172129	Common Stock				8.0	F1, F2			I		Horizon Kinetics Asset Management LLC	
0000706129-24-000012	2172402	Common Stock				10000.0				D			
0000897101-24-000024	2172557	Common Stock				7550.0				I		by Trust 2	
0000897101-24-000024	2172556	Common Stock				237059.0				I		by Trust	
0001225208-24-001169	2172195	"Common Shares (""Shares of Beneficial Interest"")"				20000.0				D			
0000706129-24-000010	2172492	Common Stock				800.0				D			
0001062993-24-001371	2172425	Common Stock				46000.0				I		by IRA	
0001062993-24-001371	2172424	Common Stock				762.0	F2			I		by ESOP	
0001127602-24-002229	2172301	Common Stock				19978.94				I		By 401(k)	F2
0001127602-24-002229	2172300	Common Stock				76834.46				I		By ESOP	F1
0001127602-24-002229	2172299	Common Stock				25.0				I		By Custodian for Child	
0001127602-24-002228	2172417	Common Stock				36885.04				I		By 401(k)	F2
0001127602-24-002228	2172418	Common Stock				2252.75				I			
0001127602-24-002228	2172416	Common Stock				55450.14				I		By Spouse's IRA	
0001127602-24-002228	2172415	Common Stock				344870.48				D		By ESOP	F1
0001062993-24-001368	2172222	Common Stock				50000.0				I		By Spouse	
0001062993-24-001367	2172226	Common Stock				27500.0				I		By Spouse	
0001062993-24-001367	2172225	Common Stock				50000.0				I		By IRA	
0001062993-24-001367	2172227	Common Stock				22500.0				I		By Spouse's IRA	
0001127602-24-002225	2172473	Common Stock				122275.39				I		By 401(k)	F2
0001127602-24-002225	2172472	Common Stock				105165.82				D		By ESOP	F1
0001127602-24-002225	2172474	Common Stock				6081.58				I			
0001127602-24-002224	2172159	Common Stock				33522.0				I			
0001127602-24-002224	2172157	Common Stock				4260.0				D		By ESOP	F1
0001127602-24-002224	2172158	Common Stock				40431.61				I		By 401(k)	F2
0001127602-24-002223	2172185	Common Stock				39621.0				I		By Trustee of Children's Trust	
0001127602-24-002223	2172186	Common Stock				11490.59				I		By 401(k)	F1
0001127602-24-002223	2172187	Common Stock				290506.18				I		By ESOP	F2
0001127602-24-002222	2172294	Common Stock				853415.0				I		By Trust	
0001127602-24-002221	2172360	Common Stock				348272.89				I			
0001127602-24-002221	2172359	Common Stock				11490.5				I		By ESOP	F2
0001127602-24-002221	2172357	Common Stock				35000.0				I		By Spouse as Trustee for Irrevocable Trusts	
0001127602-24-002221	2172356	Common Stock				85125.0				I		By Custodian For Child	
0001127602-24-002221	2172355	Common Stock				814390.0				D		By IRA	
0001127602-24-002221	2172358	Common Stock				573145.0				I		By 401(k)	F1
0001127602-24-002220	2172327	Common Stock				8613.36				I			
0001127602-24-002220	2172326	Common Stock				240536.35				I		By 401(k)	F2
0001127602-24-002220	2172325	Common Stock				173636.12				D		By ESOP	F1
0001127602-24-002219	2172468	Common Stock				11490.59				I		By ESOP	F2
0001127602-24-002219	2172467	Common Stock				11345.0				I		By 401(k)	F1
0001127602-24-002219	2172466	Common Stock				677781.35				I		by Trustee of Grandchildren's Trust	
0001127602-24-002219	2172465	Common Stock				521990.0				D		By Spouse's Trust	
0001127602-24-002219	2172469	Common Stock				314978.2				I			
0001225208-24-001160	2171796	Common Stock				103.35	F3			I		By 401(k) Plan	
0001415889-24-001841	2171868	Common units				99745.0				I		By Trust	F3
0001415889-24-001841	2171867	Common units				324649.0				I		By Wynne Family LP	F2
0001415889-24-001841	2171866	Common units				783253.93				D	F1		
0001127602-24-002215	2171964	Common Stock				200.0				I		By Spouse	
0001127602-24-002215	2171963	Common Stock				3753.71	F1			I		By Corporation	
0001415889-24-001840	2172069	Common unit				112936.0				D			
0001127602-24-002214	2171861	Common Stock				0.0				D			
0001415889-24-001838	2171772	Common unit				243537.0				D			
0001415889-24-001837	2171950	Common unit				93125.0				I		Held by LLC	F2
0001415889-24-001837	2171949	Common unit				949103.0				I		Held by trust	F1
0001415889-24-001836	2171922	Common unit				196255.0				D			
0001415889-24-001835	2171982	Common unit				33342.0				D			
0001415889-24-001834	2171887	Common Stock				2660.0	F1			I		Held in an IRA	
0001415889-24-001834	2171886	Common Stock				4755.0	F1			D			
0002009217-24-000002	2171838	AB Holding Units	F1			32758.0				I			
0002009217-24-000002	2171837	AB Holding Units	F1			60697.0				D		by rabbi trust under employee incentive comp award program	
0001127602-24-002198	2171972	Common Stock				269144.0				I		Controlled Corporation	
0001213900-24-006675	2172034	Common Stock				147627.0				I		See Footnotes	F1, F4
0001213900-24-006675	2172036	Common Stock				1458.0				I		See Footnotes	F1, F3
0001213900-24-006675	2172035	Common Stock				20834.0				I		See Footnotes	F1, F2
0001866581-24-000018	2171852	Class B Common Stock				714080.0				I		By DMI Holdco LLC	
0001999371-24-000873	2171894	Class A Common Stock				658201.0				I		See Footnote	F7
0001999371-24-000873	2171893	Class A Common Stock				631500.0				I		See Footnote	F6
0001999371-24-000873	2171895	Class A Common Stock				1057235.0				I		See Footnote	F8
0001999371-24-000873	2171896	Class A Common Stock				930000.0				I		See Footnote	F9
0001209191-24-002252	2171848	Common Stock				16200.0				I		By Glenmead Trust as Custodian for IRA	
0001104659-24-006838	2171873	Common Stock				218661.0	F1			I		Held by ArriMed BioPharma, LLC	F2
0001104659-24-006838	2171874	Common Stock				394477.0	F1			I		Held by The MAKS Yao Trust	F3
0001104659-24-006835	2171969	Common Stock				147744.0	F1			D			
0001104659-24-006834	2171904	Common Stock				394477.0	F1			I			
0001104659-24-006834	2171903	Common Stock				97017.0	F1			D		Held by The MAKS Yao Trust	F2
0001127602-24-002193	2171888	Common Stock, $1 2/3 Par Value				23325.78	F1			D		Through 401(k) Plan	
0001127602-24-002193	2171889	Common Stock, $1 2/3 Par Value				858.06	F2			I			
0001104659-24-006832	2172058	Common Stock				7386.0	F1			D			
0001127602-24-002191	2172085	Common Stock, $1 2/3 Par Value				1000.0				I			
0001127602-24-002191	2172083	Common Stock, $1 2/3 Par Value				173709.0	F1			D		Through 401(k) Plan	
0001127602-24-002191	2172084	Common Stock, $1 2/3 Par Value				858.06	F2			I		Through Spouse's IRA	
0001127602-24-002189	2172053	Common Stock, $1 2/3 Par Value				121222.0				D		Through 401(k) Plan	
0001127602-24-002189	2172054	Common Stock, $1 2/3 Par Value				3275.82	F1			I			
0001127602-24-002187	2171759	Common Stock, $1 2/3 Par Value				349.23	F2			I		Through Spouse's IRA	
0001127602-24-002187	2171758	Common Stock, $1 2/3 Par Value				13629.75	F1			I		Through 401(k) Plan	
0001127602-24-002185	2171924	Common Stock, $1 2/3 Par Value				33790.63	F1			I		Through COH Trust	F2
0001127602-24-002185	2171923	Common Stock, $1 2/3 Par Value				12198.0				D		Through 401(k) Plan	
0001127602-24-002185	2171928	Common Stock, $1 2/3 Par Value				114029.0				I		Through Trust	F4
0001127602-24-002185	2171929	Common Stock, $1 2/3 Par Value				2225.0				I			
0001127602-24-002185	2171925	Common Stock, $1 2/3 Par Value				3800.0				I		Through KGH Trust	F2
0001127602-24-002185	2171926	Common Stock, $1 2/3 Par Value				3800.0				I		Through PAH Trust	F2
0001127602-24-002185	2171927	Common Stock, $1 2/3 Par Value				3800.0				I		Through PCK Family Holdings LP	F3
0001127602-24-002183	2171860	Common Stock, $1 2/3 Par Value				1240.81	F2			I			
0001127602-24-002183	2171859	Common Stock, $1 2/3 Par Value				35623.51	F1			D		Through 401(k) Plan	
0001127602-24-002181	2172006	Common Stock, $1 2/3 Par Value				151454.0	F1			D			
0001127602-24-002178	2172065	Common Stock, $1 2/3 Par Value				8191.17	F1			I			
0001127602-24-002178	2172064	Common Stock, $1 2/3 Par Value				269527.0				D		Through 401(k) Plan	
0001127602-24-002176	2171753	Common Stock, $1 2/3 Par Value				712.0				I		By Child 3	
0001127602-24-002176	2171755	Common Stock, $1 2/3 Par Value				1240.81	F1			I			
0001127602-24-002176	2171754	Common Stock, $1 2/3 Par Value				712.0				I		Through 401(k) Plan	
0001127602-24-002176	2171752	Common Stock, $1 2/3 Par Value				712.0				I		By Child 2	
0001127602-24-002176	2171751	Common Stock, $1 2/3 Par Value				100298.0				D		By Child 1	
0001127602-24-002173	2171919	Common Stock, $1 2/3 Par Value				858.06	F2			I			
0001127602-24-002173	2171918	Common Stock, $1 2/3 Par Value				19800.0	F1			D		Through 401(k) Plan	
0001127602-24-002169	2171791	Common Stock, $1 2/3 Par Value				1240.81	F1			I		Through 401(k) Plan	
0001127602-24-002169	2171792	Common Stock, $1 2/3 Par Value				66149.0				D			
0001127602-24-002167	2171747	Common Stock, $1 2/3 Par Value				402.28	F1			I		Through 401(k) Plan	
0001127602-24-002167	2171748	Common Stock, $1 2/3 Par Value				32401.24				D			
